edge_num,Node_1,X_1,Y_1,Node_2,X_2,Y_2,length,C-betweenness_1,C-betweenness_2,C-closness_1,C-closness_2,K-core_1,K-core_2,Edge_vunerability
172,171,938.61,126.07,46,865.37,186.38,116.0927,0.02247191011235955,0.0,0.0006682039830488468,0.0006203514391832062,2,1,0.007785991575733361
173,171,938.61,126.07,168,826.60,156.23,116.0000,0.02247191011235955,0.0666539706722529,0.0006682039830488468,0.0007233032023572712,2,2,0.0029315508782485795
174,175,960.15,117.45,176,970.20,169.15,52.6658,0.06525741128673904,0.08100044435980448,0.0008158488723308928,0.0008445644374183053,2,2,0.004839921230118458
175,64,1119.55,113.14,86,1261.72,202.18,167.7469,0.03402526502888339,0.2913730717958484,0.0007998847260057694,0.0008273175514686507,2,2,0.0011660398281118384
176,68,1145.40,232.34,64,1119.55,113.14,121.9623,0.19869231257538247,0.03402526502888339,0.0008730859631953751,0.0007998847260057694,2,2,0.0016220000091606145
177,127,311.77,108.12,118,244.28,131.10,71.2978,0.02551894877166254,0.048371738716434964,0.0007008634033126306,0.000712308838877431,2,2,0.0027198035293563927
178,135,364.91,139.71,127,311.77,108.12,85.0514,0.044182060559893356,0.02551894877166254,0.0007199497015958343,0.0007008634033126306,2,2,0.0018792721046696325
179,55,1069.29,255.31,52,1029.08,95.91,164.3941,0.20173935123468545,0.047229099219196345,0.0008882051013639846,0.0008057084632924676,2,2,0.0004434869172258035
180,52,1029.08,95.91,175,960.15,117.45,76.3929,0.047229099219196345,0.06525741128673904,0.0008057084632924676,0.0008158488723308928,2,2,0.0034027971129230116
181,103,1464.20,151.92,101,1439.79,82.99,73.1255,0.2840093950358662,0.2159588649780994,0.0007278091840479474,0.0006951759030945506,2,1,0.07411478341427477
182,62,1109.50,81.55,64,1119.55,113.14,33.1537,0.03275566558750714,0.03402526502888339,0.0007941467522486083,0.0007998847260057694,2,2,0.005140186924134583
183,52,1029.08,95.91,62,1109.50,81.55,86.2048,0.047229099219196345,0.03275566558750714,0.0008057084632924676,0.0007941467522486083,2,2,0.0032200154017186806
184,72,1168.37,70.06,17,1187.04,116.02,49.6007,0.044816860280581475,0.0,0.000562161133630923,0.0005469946478288447,1,1,0.008282345260907702
185,167,789.26,54.27,168,826.60,156.23,108.5805,0.0,0.0666539706722529,0.0006709461709212467,0.0007233032023572712,2,2,0.00042383282163805297
186,166,770.59,205.05,167,789.26,54.27,202.2033,0.08836412111978671,0.0,0.0007662561271820143,0.0006709461709212467,2,2,0.0
187,101,1439.79,82.99,99,1426.86,52.83,32.8098,0.2159588649780994,0.13165746207071669,0.0006951759030945506,0.0006807822685925616,1,1,0.05112854208711921
188,152,615.50,51.39,156,667.19,226.59,182.6657,0.06436869167777566,0.22903573922427475,0.0007453746792885685,0.0008300328116120593,2,2,0.006693044379361547
189,135,364.91,139.71,152,615.50,51.39,265.6972,0.044182060559893356,0.06436869167777566,0.0007199497015958343,0.0007453746792885685,2,2,0.003623816939614381
190,101,1439.79,82.99,110,1560.41,37.03,133.1344,0.2159588649780994,0.04468990033644385,0.0006951759030945506,0.0006378041117054666,1,1,0.02406895240844022
191,167,789.26,54.27,171,938.61,126.07,217.1013,0.0,0.02247191011235955,0.0006709461709212467,0.0006682039830488468,2,2,1.1745516502241847e-05
192,99,1426.86,52.83,88,1278.95,19.80,202.1199,0.13165746207071669,0.08874500095219959,0.0006807822685925616,0.0006021199041132036,1,1,0.03345684559250584
193,88,1278.95,19.80,72,1168.37,70.06,121.4625,0.08874500095219959,0.044816860280581475,0.0006021199041132036,0.000562161133630923,1,1,0.020640454838901597
194,172,94.93,238.80,42,6.61,2.57,252.1985,0.08874500095219959,0.0,0.0006553564224384496,0.0005628510778657431,1,1,0.007047742494963737
195,118,244.28,131.10,34,200.48,2.57,135.7840,0.048371738716434964,0.0,0.000712308838877431,0.0006498120168308147,2,1,0.009121504590448746
196,127,311.77,108.12,37,273.72,2.57,112.2000,0.02551894877166254,0.0,0.0007008634033126306,0.0006500339386006032,2,1,0.009187574938758854
197,88,1278.95,19.80,20,1271.77,2.57,18.6686,0.08874500095219959,0.0,0.0006021199041132036,0.0005954640537746808,1,1,0.011061580015234794
198,110,1560.41,37.03,109,1547.49,2.57,36.8087,0.04468990033644385,0.02247191011235955,0.0006378041117054666,0.0006234150290173184,1,1,0.017286726115272207
199,109,1547.49,2.57,24,1464.20,28.42,87.2094,0.02247191011235955,0.0,0.0006234150290173184,0.0005914404486806,1,1,0.00829798479935549
200,52,1029.08,95.91,11,1001.07,1.85,98.1408,0.047229099219196345,0.0,0.0008057084632924676,0.0007469748445171756,2,1,0.010394746014462138
201,62,1109.50,81.55,13,1088.67,1.85,82.3756,0.03275566558750714,0.0,0.0007941467522486083,0.0007456421372566116,2,1,0.01066873966500488
202,175,960.15,117.45,47,924.96,0.42,122.2114,0.06525741128673904,0.0,0.0008158488723308928,0.0007422571309772638,2,1,0.009947015329669273
203,112,181.09,205.77,49,97.09,-0.30,222.5381,0.13165746207071669,0.0,0.0006952765593621368,0.000602567729992325,1,1,0.007776388434866602
204,152,615.50,51.39,41,598.26,-0.30,54.4940,0.06436869167777566,0.0,0.0007453746792885685,0.0007164375831533735,2,1,0.010117612892751494
205,99,1426.86,52.83,22,1411.07,-0.30,55.4320,0.13165746207071669,0.0,0.0006807822685925616,0.0006561597958720199,1,1,0.010506712068250244
206,72,1168.37,70.06,15,1136.78,-1.74,78.4453,0.044816860280581475,0.0,0.000562161133630923,0.0005385453016659207,1,1,0.007645943716429927
207,174,952.25,1519.75,93,1347.16,1516.88,394.9224,0.43572652828032754,0.03999238240335174,0.0006886730307498568,0.0006687364136312107,2,2,0.0010579808128676198
208,83,1233.27,1297.52,92,1314.13,1302.91,81.0409,0.40309782263695804,0.09801307687424618,0.0008134948551925503,0.0007674905563671758,2,2,0.01217898444581771
209,173,947.94,1278.49,83,1233.27,1297.52,285.9631,0.4750841109629912,0.40309782263695804,0.0008091087572945416,0.0008134948551925503,2,2,0.00798252596111939
210,121,259.56,1215.27,144,523.80,1239.40,265.3312,0.1347045007300197,0.2968323493937663,0.0007719977974989578,0.0008523548468247351,2,2,0.003150510919402653
211,134,364.39,1324.41,139,388.81,939.55,385.8143,0.005967117374468355,0.27029772106900274,0.0007527976920562572,0.0008793256974079567,2,2,0.000688052530388011
212,56,1069.49,1468.02,12,1054.41,1557.77,91.0105,0.02247191011235955,0.0,0.0006537175779241498,0.0006172032642826549,2,1,0.008405420685592071
213,63,1112.57,1468.02,14,1106.11,1559.21,91.6727,0.03694534374404875,0.0,0.0006720860072662148,0.0006332871599751422,2,1,0.008819239727895405
214,77,1184.38,1473.76,16,1172.17,1559.21,88.3006,0.05091093759918745,0.0,0.0007009368186758759,0.0006602984673119333,2,1,0.009316391970500893
215,81,1220.28,1476.63,18,1212.38,1560.64,84.3790,0.09229987938805306,0.0,0.0007175240850453031,0.0006767793745393075,2,1,0.009487650946192293
216,67,1135.55,1209.53,56,1069.49,1468.02,303.3003,0.0594172538564083,0.02247191011235955,0.0007752001264485541,0.0006537175779241498,2,2,6.2392470305996486e-06
217,67,1135.55,1209.53,63,1112.57,1468.02,261.0448,0.0594172538564083,0.03694534374404875,0.0007752001264485541,0.0006720860072662148,2,2,0.00016374811560313773
218,78,1192.99,1210.97,77,1184.38,1473.76,262.9372,0.08087348441566686,0.05091093759918745,0.0008094314726000013,0.0007009368186758759,2,2,8.807409623982957e-05
219,81,1220.28,1476.63,83,1233.27,1297.52,179.5885,0.09229987938805306,0.40309782263695804,0.0007175240850453031,0.0008134948551925503,2,2,0.004548599903214356
220,82,1233.20,1215.27,83,1233.27,1297.52,82.2422,0.4309020504030978,0.40309782263695804,0.0008344608395523351,0.0008134948551925503,2,2,0.014523217534434682
221,169,870.60,1167.17,45,818.90,1562.08,405.9495,0.07414460737637275,0.0,0.0008164838092462417,0.000614087317552463,2,1,0.006405103248467775
222,51,1027.13,946.02,169,870.60,1167.17,276.0620,0.07274804799085888,0.07414460737637275,0.0008800599860356925,0.0008164838092462417,2,2,0.004476769331385786
223,173,947.94,1278.49,155,645.14,1250.46,304.0953,0.4750841109629912,0.2851520345331048,0.0008091087572945416,0.0008258567822886019,2,2,0.014662947375734786
224,160,713.87,1524.06,174,952.25,1519.75,238.4222,0.4196026153748492,0.43572652828032754,0.0006124097273140823,0.0006886730307498568,2,2,0.09180510032871766
225,96,1371.57,1055.91,59,1088.85,1020.90,284.8806,0.02247191011235955,0.26255316447660765,0.0007616045438319738,0.0009035440301396705,2,2,0.0028923350346018507
226,59,1088.85,1020.90,163,733.60,976.92,357.9681,0.26255316447660765,0.1720307243064813,0.0009035440301396705,0.0009135502009710619,2,2,0.0035991583451032852
227,70,1159.24,1121.21,59,1088.85,1020.90,157.3128,0.2468101314035422,0.26255316447660765,0.0008634845214267824,0.0009035440301396705,2,2,0.004618245225132879
228,57,1084.57,924.48,59,1088.85,1020.90,96.5235,0.13406970100933155,0.26255316447660765,0.0009037887708754007,0.0009035440301396705,2,2,0.005170821125131208
229,69,1155.65,807.44,70,1159.24,1121.21,313.8071,0.0449438202247191,0.2468101314035422,0.0009092701755604347,0.0008634845214267824,2,2,0.00023486366685385477
230,84,1233.92,1126.96,85,1234.64,803.13,324.2744,0.4277280517996572,0.18561543832920713,0.0008593097343620983,0.00089614285359662,2,2,0.003631275622485627
